date,store_nbr,family,type,cluster,sales,onpromotion,dcoilwtico,holiday,before_holiday,after_holiday,special_day,store_closed,disaster,payday,sales_lag_1,sales_lag_2,sales_lag_7,pct_change,sales_window_7,sales_window_14,sales_window_30,"s(1,7)","s(2,7)","s(3,7)","s(4,7)","s(5,7)","s(6,7)","s(7,7)","sin(1,freq=YE-DEC)","cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)","sin(5,freq=YE-DEC)","cos(5,freq=YE-DEC)","sin(6,freq=YE-DEC)","cos(6,freq=YE-DEC)","sin(7,freq=YE-DEC)","cos(7,freq=YE-DEC)","sin(8,freq=YE-DEC)","cos(8,freq=YE-DEC)","sin(9,freq=YE-DEC)","cos(9,freq=YE-DEC)","sin(10,freq=YE-DEC)","cos(10,freq=YE-DEC)","sin(11,freq=YE-DEC)","cos(11,freq=YE-DEC)","sin(12,freq=YE-DEC)","cos(12,freq=YE-DEC)"
11/19/2013,0,12,3,12,7.812782819,0,1.000201257,0,0,0,0,0,0,0.0625,7.687080156,6.685860947,7.578656851,1.72375,7.587093264,7.594704722,7.57383954,1,0,0,0,0,0,0,-0.674443619,0.738326354,-0.995918996,0.09025161,-0.796182864,-0.60505607,-0.179766586,-0.983709294,0.530730048,-0.847540923,0.963470549,-0.267814305,0.891981346,0.452072204,0.353676122,0.935367949,-0.369724543,0.929141411,-0.89963087,0.436651232,-0.958717817,-0.284359187,-0.516062391,-0.856550996
11/20/2013,0,12,3,12,7.836369761,0,0.999811096,0,0,0,0,0,0,0.03125,7.812782819,7.687080156,7.976251944,0.134006425,7.623781582,7.598542534,7.599618302,0,1,0,0,0,0,0,-0.661634618,0.749826401,-0.992222209,0.124479264,-0.826354199,-0.563150724,-0.24702218,-0.969009826,0.455906694,-0.890027576,0.930723931,-0.365722523,0.939856058,0.341570769,0.47873384,0.877960085,-0.221921513,0.975064532,-0.811539059,0.584298174,-0.995105311,-0.098820139,-0.680773409,-0.732494072
11/21/2013,0,12,3,12,7.569927655,0,1.078233363,0,0,0,0,0,0,0.015625,7.836369761,7.812782819,7.665753432,0.023876973,7.596894438,7.601116722,7.606867964,0,0,1,0,0,0,0,-0.648629561,0.761104259,-0.987349442,0.158559385,-0.85432217,-0.519743812,-0.313107041,-0.949717843,0.377707965,-0.925924777,0.888057323,-0.459732739,0.974100455,0.226115686,0.594726687,0.803927962,-0.068802427,0.997630305,-0.699458327,0.714673386,-0.995918996,0.09025161,-0.816538051,-0.577291617
11/22/2013,0,12,3,12,7.65396918,0,1.0462402,0,0,0,0,0,0,0.0078125,7.569927655,7.836369761,7.522400231,-0.233992095,7.582811224,7.601188133,7.598917157,0,0,0,1,0,0,0,-0.635432301,0.772156584,-0.98130647,0.192451582,-0.880012204,-0.474951072,-0.377707965,-0.925924777,0.296712819,-0.954966755,0.835925479,-0.548842958,0.994217907,0.107381347,0.699458327,0.714673386,0.085964799,0.996298175,-0.566701756,0.823923006,-0.961129784,0.276096973,-0.917583626,-0.397542814
11/23/2013,0,12,3,12,7.570443252,0,1.0462402,0,0,0,0,0,0,0.00390625,7.65396918,7.569927655,7.589335823,0.087719298,7.60154511,7.599723193,7.593407778,0,0,0,0,1,0,0,-0.622046748,0.782980104,-0.974100455,0.226115686,-0.903355802,-0.428891938,-0.440518784,-0.897743394,0.213520915,-0.976938493,0.774884041,-0.632103411,0.999916659,-0.012910296,0.790945657,0.611886401,0.238672766,0.971100052,-0.417193603,0.908817637,-0.891981346,0.452072204,-0.979613692,-0.200890555
11/24/2013,0,12,3,12,6.673297968,0,1.0462402,0,0,0,0,0,0,0.001953125,7.570443252,7.65396918,6.685860947,-0.080170778,7.598900457,7.596105257,7.596291847,0,0,0,0,0,1,0,-0.60847687,0.793571609,-0.965739938,0.259511797,-0.924290722,-0.38168922,-0.501241813,-0.865307254,0.128748177,-0.99167732,0.70558361,-0.708626678,0.991114064,-0.133014707,0.867456355,0.497513289,0.385663406,0.922639549,-0.255353295,0.966847814,-0.790945657,0.611886401,-0.99999074,0.004303538
11/25/2013,0,12,3,12,7.821242084,0,1.020099444,0,0,0,0,0,0,0.000976563,6.673297968,7.570443252,7.687080156,-0.592573491,7.598184483,7.589697056,7.57674637,0,0,0,0,0,0,1,-0.594726687,0.803927962,-0.956234827,0.292600336,-0.942761143,-0.333468779,-0.559589262,-0.828770087,0.043022233,-0.999074115,0.628762815,-0.777597147,0.967937783,-0.251190064,0.927541684,0.373719715,0.523415607,0.852077521,-0.085964799,0.996298175,-0.661634618,0.749826401,-0.977848342,0.209314646
11/26/2013,0,12,3,12,7.668093709,0,1.00254222,0,0,0,0,0,0,0.000488281,7.821242084,6.673297968,7.812782819,2.15443038,7.620354885,7.60386236,7.585704216,1,0,0,0,0,0,0,-0.580800273,0.814046094,-0.945596387,0.325342085,-0.958717817,-0.284359187,-0.6152846,-0.788305056,-0.043022233,-0.999074115,0.545240439,-0.838279705,0.930723931,-0.365722523,0.970063922,0.242849722,0.648629561,0.761104259,0.085964799,0.996298175,-0.508670944,0.860961016,-0.914127988,0.405425728
11/27/2013,0,12,3,12,7.80588204,0,0.949480388,0,0,0,0,0,0,0.000244141,7.668093709,7.821242084,7.836369761,-0.142054575,7.596750997,7.610357618,7.604329912,0,1,0,0,0,0,0,-0.566701756,0.823923006,-0.933837229,0.357698239,-0.972118197,-0.23449139,-0.668063864,-0.74410394,-0.128748177,-0.99167732,0.455906694,-0.890027576,0.880012204,-0.474951072,0.994217907,0.107381347,0.758305808,0.651898996,0.255353295,0.966847814,-0.3375229,0.941317318,-0.811539059,0.584298174
11/28/2013,0,12,3,12,7.524561226,0,0.949480388,0,0,0,0,0,0,0.00012207,7.80588204,7.668093709,7.569927655,0.147801684,7.59128493,7.594093618,7.611083787,0,0,1,0,0,0,0,-0.552435313,0.833555772,-0.920971288,0.38963045,-0.982926552,-0.183998352,-0.717676914,-0.696376226,-0.213520915,-0.976938493,0.361713731,-0.932289213,0.816538051,-0.577291617,0.999546281,-0.030120305,0.849817092,0.527077709,0.417193603,0.908817637,-0.154308821,0.988022666,-0.674443619,0.738326354
11/29/2013,0,12,3,12,7.566311015,0,0.968988415,0,0,0,0,0,0,6.10E-05,7.524561226,7.80588204,7.65396918,-0.245313773,7.585063396,7.583937944,7.604811476,0,0,0,1,0,0,0,-0.538005172,0.842941537,-0.907013813,0.421100871,-0.991114064,-0.133014707,-0.763888613,-0.645348113,-0.296712819,-0.954966755,0.263665493,-0.964614176,0.741222011,-0.671259958,0.98594815,-0.167051626,0.920971288,0.38963045,0.566701756,0.823923006,0.034421612,0.999407401,-0.508670944,0.860961016
11/30/2013,0,12,3,12,7.636269603,0,0.968988415,0,0,0,0,0,0,1,7.566311015,7.524561226,7.570443252,0.042656587,7.572135487,7.58694841,7.59742977,0,0,0,0,1,0,0,-0.523415607,0.852077521,-0.891981346,0.452072204,-0.996658902,-0.081676395,-0.806479946,-0.591261445,-0.377707965,-0.925924777,0.162807013,-0.986657933,0.655156357,-0.755493314,0.953680997,-0.300819808,0.970063922,0.242849722,0.699458327,0.714673386,0.221921513,0.975064532,-0.321269662,0.946987753
12/1/2013,0,12,3,12,6.942156706,0,0.968988415,0,0,0,0,0,0,0.5,7.636269603,7.566311015,6.673297968,0.072501295,7.581792449,7.590383038,7.601402335,0,0,0,0,0,1,0,-0.508670944,0.860961016,-0.875891705,0.482507742,-0.999546281,-0.030120305,-0.845249057,-0.534372558,-0.455906694,-0.890027576,0.060213277,-0.998185534,0.559589262,-0.828770087,0.903355802,-0.428891938,0.995918996,0.09025161,0.811539059,0.584298174,0.401487989,0.915864288,-0.120208045,0.992748722
12/2/2013,0,12,3,12,7.734558844,0,1.010345431,0,0,0,0,0,0,0.25,6.942156706,7.636269603,7.821242084,-0.500724288,7.599401333,7.598793094,7.580835797,0,0,0,0,0,0,1,-0.49377555,0.869589389,-0.858763958,0.512371412,-0.999768502,0.021516097,-0.880012204,-0.474951072,-0.530730048,-0.847540923,-0.043022233,-0.999074115,0.455906694,-0.890027576,0.835925479,-0.548842958,0.997917161,-0.064508449,0.89963087,0.436651232,0.566701756,0.823923006,0.085964799,0.996298175
12/3/2013,0,12,3,12,7.783640596,0,1.096961069,0,0,0,0,0,0,0.125,7.734558844,6.942156706,7.668093709,1.209864603,7.584482675,7.602579624,7.587462547,1,0,0,0,0,0,0,-0.47873384,0.877960085,-0.840618406,0.541627821,-0.997324973,0.07309513,-0.91060463,-0.413278608,-0.601624063,-0.798779373,-0.145799197,-0.989314204,0.345612313,-0.938377392,0.752666828,-0.658401585,0.976010551,-0.21772323,0.961129784,0.276096973,0.711656622,0.702527474,0.288482433,0.957485188
12/4/2013,0,12,3,12,8.369157113,0,1.141439369,0,0,0,0,0,0,0.0625,7.783640596,7.734558844,7.80588204,0.050328228,7.603328087,7.600044949,7.610902294,0,1,0,0,0,0,0,-0.463550271,0.886070622,-0.821476553,0.570242293,-0.992222209,0.124479264,-0.936881346,-0.349647455,-0.668063864,-0.74410394,-0.24702218,-0.969009826,0.23030567,-0.973118337,0.655156357,-0.755493314,0.930723931,-0.365722523,0.994217907,0.107381347,0.831170626,0.556017437,0.47873384,0.877960085
12/5/2013,0,12,3,12,7.613818685,0,1.148072098,0,1,0,1,0,0,0.03125,8.369157113,7.783640596,7.524561226,0.79625,7.727598041,7.661762348,7.643115486,0,0,1,0,0,0,0,-0.448229342,0.893918597,-0.801361088,0.598180914,-0.984473817,0.17553149,-0.958717817,-0.284359187,-0.729557554,-0.683919422,-0.345612313,-0.938377392,0.111659007,-0.99374658,0.545240439,-0.838279705,0.863142128,-0.504961055,0.997917161,-0.064508449,0.920971288,0.38963045,0.648629561,0.761104259
12/6/2013,0,12,3,12,6.706862337,0,1.161337556,1,0,0,0,0,0,0.015625,7.613818685,8.369157113,7.566311015,-0.530271399,7.738425873,7.664681764,7.637684304,0,0,0,1,0,0,0,-0.432775593,0.901501684,-0.780295851,0.625410573,-0.974100455,0.226115686,-0.976010551,-0.21772323,-0.785649855,-0.618671403,-0.440518784,-0.897743394,-0.008606997,-0.999962959,0.42500034,-0.90519319,0.774884041,-0.632103411,0.972118197,-0.23449139,0.977848342,0.209314646,0.790945657,0.611886401
12/7/2013,0,12,3,12,7.504391559,0,1.161337556,0,0,1,0,0,0,0.0078125,6.706862337,7.613818685,7.636269603,-0.59654321,7.66655643,7.620459959,7.610968295,0,0,0,0,1,0,0,-0.417193603,0.908817637,-0.758305808,0.651898996,-0.961129784,0.276096973,-0.98867759,-0.150055398,-0.835925479,-0.548842958,-0.530730048,-0.847540923,-0.128748177,-0.99167732,0.296712819,-0.954966755,0.668063864,-0.74410394,0.917583626,-0.397542814,0.999768502,0.021516097,0.89963087,0.436651232
12/8/2013,0,12,3,12,6.826545224,0,1.161337556,0,0,0,0,0,0,0.00390625,7.504391559,6.706862337,6.942156706,1.221542228,7.649284377,7.6161077,7.608969831,0,0,0,0,0,1,0,-0.401487989,0.915864288,-0.735417023,0.677614789,-0.945596387,0.325342085,-0.996658902,-0.081676395,-0.880012204,-0.474951072,-0.6152846,-0.788305056,-0.24702218,-0.969009826,0.162807013,-0.986657933,0.545240439,-0.838279705,0.835925479,-0.548842958,0.98594815,-0.167051626,0.970063922,0.242849722
12/9/2013,0,12,3,12,7.761319181,0,1.146511456,0,0,0,0,0,0,0.001953125,6.826545224,7.504391559,7.734558844,-0.492561983,7.641564441,7.620705087,7.588458689,0,0,0,0,0,0,1,-0.385663406,0.922639549,-0.711656622,0.702527474,-0.927541684,0.373719715,-0.999916659,-0.012910296,-0.917583626,-0.397542814,-0.693281227,-0.72066715,-0.361713731,-0.932289213,0.02581844,-0.999666649,0.409355959,-0.912374758,0.729557554,-0.683919422,0.936881346,-0.349647455,0.999250011,0.038722281
12/10/2013,0,12,3,12,7.950149888,0,1.194111041,0,0,0,0,0,0,0.000976563,7.761319181,6.826545224,7.783640596,1.548317047,7.645807535,7.615615124,7.593626051,1,0,0,0,0,0,0,-0.369724543,0.929141411,-0.687052767,0.726607525,-0.907013813,0.421100871,-0.998435421,0.05591699,-0.94836158,-0.317191289,-0.763888613,-0.645348113,-0.471159508,-0.882048025,-0.111659007,-0.99374658,0.263665493,-0.964614176,0.601624063,-0.798779373,0.85432217,-0.519743812,0.98594815,-0.167051626
12/11/2013,0,12,3,12,8.251663924,0,1.152363864,0,0,0,0,0,0,0.000488281,7.950149888,7.761319181,8.369157113,0.207925011,7.675081858,7.63984841,7.624488769,0,1,0,0,0,0,0,-0.353676122,0.935367949,-0.661634618,0.749826401,-0.88406751,0.467359217,-0.992222209,0.124479264,-0.972118197,-0.23449139,-0.826354199,-0.563150724,-0.573772268,-0.819014887,-0.24702218,-0.969009826,0.111659007,-0.99374658,0.455906694,-0.890027576,0.741222011,-0.671259958,0.930723931,-0.365722523
12/12/2013,0,12,3,12,8.205491613,0,1.150803222,0,0,0,0,0,0,0.000244141,8.251663924,7.950149888,7.613818685,0.352028219,7.642866659,7.686129507,7.652355741,0,0,1,0,0,0,0,-0.3375229,0.941317318,-0.635432301,0.772156584,-0.858763958,0.512371412,-0.98130647,0.192451582,-0.98867759,-0.150055398,-0.880012204,-0.474951072,-0.668063864,-0.74410394,-0.377707965,-0.925924777,-0.043022233,-0.999074115,0.296712819,-0.954966755,0.601624063,-0.798779373,0.835925479,-0.548842958
12/13/2013,0,12,3,12,7.842671475,0,1.114128132,0,0,0,0,0,0,0.00012207,8.205491613,8.251663924,6.706862337,-0.04513436,7.749014535,7.743734219,7.67898941,0,0,0,1,0,0,0,-0.321269662,0.946987753,-0.60847687,0.793571609,-0.831170626,0.556017437,-0.965739938,0.259511797,-0.997917161,-0.064508449,-0.924290722,-0.38168922,-0.752666828,-0.658401585,-0.501241813,-0.865307254,-0.19667289,-0.98046916,0.128748177,-0.99167732,0.440518784,-0.897743394,0.70558361,-0.708626678
12/14/2013,0,12,3,12,7.754481547,0,1.114128132,0,0,0,0,0,0,6.10E-05,7.842671475,8.205491613,7.504391559,-0.304371585,7.850214885,7.762596049,7.673362646,0,0,0,0,1,0,0,-0.304921225,0.952377576,-0.580800273,0.814046094,-0.801361088,0.598180914,-0.945596387,0.325342085,-0.999768502,0.021516097,-0.958717817,-0.284359187,-0.826354199,-0.563150724,-0.6152846,-0.788305056,-0.345612313,-0.938377392,-0.043022233,-0.999074115,0.263665493,-0.964614176,0.545240439,-0.838279705
12/15/2013,0,12,3,12,7.063048163,0,1.114128132,0,0,0,0,0,0,1,7.754481547,7.842671475,6.826545224,-0.08444619,7.878534196,7.770464386,7.676427285,0,0,0,0,0,1,0,-0.288482433,0.957485188,-0.552435313,0.833555772,-0.769414827,0.638749422,-0.920971288,0.38963045,-0.994217907,0.107381347,-0.982926552,-0.183998352,-0.888057323,-0.459732739,-0.717676914,-0.696376226,-0.486272707,-0.873807104,-0.213520915,-0.976938493,0.077386479,-0.99700117,0.361713731,-0.932289213
12/16/2013,0,12,3,12,7.893572074,0,1.14963274,0,0,0,0,0,0,0.5,7.063048163,7.754481547,7.761319181,-0.499356499,7.891758062,7.774465534,7.665847148,0,0,0,0,0,0,1,-0.271958158,0.962309077,-0.523415607,0.852077521,-0.735417023,0.677614789,-0.891981346,0.452072204,-0.98130647,0.192451582,-0.996658902,-0.081676395,-0.936881346,-0.349647455,-0.806479946,-0.591261445,-0.6152846,-0.788305056,-0.377707965,-0.925924777,-0.111659007,-0.99374658,0.162807013,-0.986657933
12/17/2013,0,12,3,12,7.90617884,0,1.14221969,0,0,0,0,0,0,0.25,7.893572074,7.063048163,7.950149888,1.29562982,7.909332091,7.78622546,7.676767221,1,0,0,0,0,0,0,-0.255353295,0.966847814,-0.49377555,0.869589389,-0.699458327,0.714673386,-0.858763958,0.512371412,-0.961129784,0.276096973,-0.999768502,0.021516097,-0.972118197,-0.23449139,-0.880012204,-0.474951072,-0.729557554,-0.683919422,-0.530730048,-0.847540923,-0.296712819,-0.954966755,-0.043022233,-0.999074115
12/18/2013,0,12,3,12,8.216898581,0,1.165629322,0,0,0,0,0,0,0.125,7.90617884,7.893572074,8.251663924,0.012691303,7.902910002,7.795470154,7.705892907,0,1,0,0,0,0,0,-0.238672766,0.971100052,-0.463550271,0.886070622,-0.661634618,0.749826401,-0.821476553,0.570242293,-0.933837229,0.357698239,-0.992222209,0.124479264,-0.993256849,-0.1159346,-0.936881346,-0.349647455,-0.826354199,-0.563150724,-0.668063864,-0.74410394,-0.471159508,-0.882048025,-0.24702218,-0.969009826
12/19/2013,0,12,3,12,8.016647877,0,1.197232325,0,0,0,0,0,0,0.0625,8.216898581,7.90617884,8.205491613,0.364541098,7.895967922,7.777403539,7.728489134,0,0,1,0,0,0,0,-0.221921513,0.975064532,-0.432775593,0.901501684,-0.622046748,0.782980104,-0.780295851,0.625410573,-0.89963087,0.436651232,-0.974100455,0.226115686,-0.99999074,0.004303538,-0.976010551,-0.21772323,-0.903355802,-0.428891938,-0.785649855,-0.618671403,-0.628762815,-0.777597147,-0.440518784,-0.897743394
12/20/2013,0,12,3,12,8.287276756,0,1.224933722,0,0,0,0,0,0,0.03125,8.016647877,8.216898581,7.842671475,-0.181523501,7.861892153,7.807045169,7.736656381,0,0,0,1,0,0,0,-0.2051045,0.97874008,-0.401487989,0.915864288,-0.580800273,0.814046094,-0.735417023,0.677614789,-0.858763958,0.512371412,-0.945596387,0.325342085,-0.992222209,0.124479264,-0.996658902,-0.081676395,-0.958717817,-0.284359187,-0.880012204,-0.474951072,-0.763888613,-0.645348113,-0.6152846,-0.788305056
12/21/2013,0,12,3,12,7.97831097,0,1.224933722,0,0,0,1,0,0,0.015625,8.287276756,8.016647877,7.754481547,0.310891089,7.937425715,7.894770715,7.757421761,0,0,0,0,1,0,0,-0.18822671,0.982125606,-0.369724543,0.929141411,-0.538005172,0.842941537,-0.687052767,0.726607525,-0.811539059,0.584298174,-0.907013813,0.421100871,-0.970063922,0.242849722,-0.998435421,0.05591699,-0.991114064,-0.133014707,-0.94836158,-0.317191289,-0.871706319,-0.490028666,-0.763888613,-0.645348113
12/22/2013,0,12,3,12,7.667158255,0,1.224933722,0,0,0,1,0,0,0.0078125,7.97831097,8.287276756,7.063048163,-0.265861027,7.966834425,7.92365861,7.771263889,0,0,0,0,0,1,0,-0.171293144,0.985220107,-0.3375229,0.941317318,-0.49377555,0.869589389,-0.635432301,0.772156584,-0.758305808,0.651898996,-0.858763958,0.512371412,-0.933837229,0.357698239,-0.98130647,0.192451582,-0.999768502,0.021516097,-0.98867759,-0.150055398,-0.94836158,-0.317191289,-0.880012204,-0.474951072
12/23/2013,0,12,3,12,8.382060517,0,1.205815856,0,0,0,1,0,0,0.00390625,7.667158255,7.97831097,7.893572074,-0.267489712,8.013721414,7.954597969,7.77165738,0,0,0,0,0,0,1,-0.154308821,0.988022666,-0.304921225,0.952377576,-0.448229342,0.893918597,-0.580800273,0.814046094,-0.699458327,0.714673386,-0.801361088,0.598180914,-0.88406751,0.467359217,-0.945596387,0.325342085,-0.984473817,0.17553149,-0.999768502,0.021516097,-0.991114064,-0.133014707,-0.958717817,-0.284359187
12/24/2013,0,12,3,12,8.018625465,0,1.21556987,0,0,0,1,0,0,0.001953125,8.382060517,7.667158255,7.90617884,1.044475655,8.090489855,8.004007642,7.805202923,1,0,0,0,0,0,0,-0.137278772,0.990532452,-0.271958158,0.962309077,-0.401487989,0.915864288,-0.523415607,0.852077521,-0.635432301,0.772156584,-0.735417023,0.677614789,-0.821476553,0.570242293,-0.891981346,0.452072204,-0.945596387,0.325342085,-0.98130647,0.192451582,-0.998435421,0.05591699,-0.996658902,-0.081676395
12/26/2013,0,12,3,12,7.627057417,0,1.227664846,0,0,0,1,0,0,0.000488281,8.018625465,8.382060517,8.216898581,-0.304785894,8.104530816,8.008793195,7.835262866,0,0,1,0,0,0,0,-0.103101697,0.99467082,-0.2051045,0.97874008,-0.304921225,0.952377576,-0.401487989,0.915864288,-0.49377555,0.869589389,-0.580800273,0.814046094,-0.661634618,0.749826401,-0.735417023,0.677614789,-0.801361088,0.598180914,-0.858763958,0.512371412,-0.907013813,0.421100871,-0.945596387,0.325342085
12/27/2013,0,12,3,12,7.674617497,0,1.257317046,0,0,0,0,0,0,0.000244141,7.627057417,8.018625465,8.016647877,-0.324110672,8.030641974,7.965570374,7.829444745,0,0,0,1,0,0,0,-0.085964799,0.996298175,-0.171293144,0.985220107,-0.255353295,0.966847814,-0.3375229,0.941317318,-0.417193603,0.908817637,-0.49377555,0.869589389,-0.566701756,0.823923006,-0.635432301,0.772156584,-0.699458327,0.714673386,-0.758305808,0.651898996,-0.811539059,0.584298174,-0.858763958,0.512371412
12/28/2013,0,12,3,12,7.188412736,0,1.257317046,0,0,0,0,0,0,0.00012207,7.674617497,7.627057417,8.287276756,0.048732943,7.988979167,7.927453191,7.829630389,0,0,0,0,1,0,0,-0.068802427,0.997630305,-0.137278772,0.990532452,-0.2051045,0.97874008,-0.271958158,0.962309077,-0.3375229,0.941317318,-0.401487989,0.915864288,-0.463550271,0.886070622,-0.523415607,0.852077521,-0.580800273,0.814046094,-0.635432301,0.772156584,-0.687052767,0.726607525,-0.735417023,0.677614789
12/29/2013,0,12,3,12,6.272877007,0,1.257317046,0,0,0,0,0,0,6.10E-05,7.188412736,7.674617497,7.97831097,-0.385223048,7.85160559,7.895436007,7.81452079,0,0,0,0,0,1,0,-0.051619667,0.998666816,-0.103101697,0.99467082,-0.154308821,0.988022666,-0.2051045,0.97874008,-0.255353295,0.966847814,-0.304921225,0.952377576,-0.353676122,0.935367949,-0.401487989,0.915864288,-0.448229342,0.893918597,-0.49377555,0.869589389,-0.538005172,0.842941537,-0.580800273,0.814046094
12/30/2013,0,12,3,12,7.303843225,0,1.216740351,0,0,0,0,0,0,3.05E-05,6.272877007,7.188412736,7.667158255,-0.600151172,7.709244241,7.846310591,7.796551477,0,0,0,0,0,0,1,-0.034421612,0.999407401,-0.068802427,0.997630305,-0.103101697,0.99467082,-0.137278772,0.990532452,-0.171293144,0.985220107,-0.2051045,0.97874008,-0.238672766,0.971100052,-0.271958158,0.962309077,-0.304921225,0.952377576,-0.3375229,0.941317318,-0.369724543,0.929141411,-0.401487989,0.915864288
12/31/2013,0,12,3,12,7.307202315,0,1.188258633,0,1,0,1,0,0,1,7.303843225,6.272877007,8.382060517,1.807183365,7.666623317,7.855157006,7.790420283,1,0,0,0,0,0,0,-0.017213356,0.999851839,-0.034421612,0.999407401,-0.051619667,0.998666816,-0.068802427,0.997630305,-0.085964799,0.996298175,-0.103101697,0.99467082,-0.120208045,0.992748722,-0.137278772,0.990532452,-0.154308821,0.988022666,-0.171293144,0.985220107,-0.18822671,0.982125606,-0.2051045,0.97874008
1/1/2014,0,12,3,12,0,0,1.188258633,1,0,0,0,1,0,0.5,7.307202315,7.303843225,8.018625465,0.003367003,7.45289951,7.821671766,7.782376435,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1/2/2014,0,12,3,12,7.800572655,0,1.070039992,0,0,1,0,0,0,0.25,0,7.307202315,7.627057417,-1,7.163283041,7.740788618,7.76789885,0,0,1,0,0,0,0,0.017213356,0.999851839,0.034421612,0.999407401,0.051619667,0.998666816,0.068802427,0.997630305,0.085964799,0.996298175,0.103101697,0.99467082,0.120208045,0.992748722,0.137278772,0.990532452,0.154308821,0.988022666,0.171293144,0.985220107,0.18822671,0.982125606,0.2051045,0.97874008
1/3/2014,0,12,3,12,7.658227526,0,1.012296233,0,0,0,0,0,0,0.125,7.800572655,0,7.674617497,10,7.205423042,7.700844752,7.77009656,0,0,0,1,0,0,0,0.034421612,0.999407401,0.068802427,0.997630305,0.103101697,0.99467082,0.137278772,0.990532452,0.171293144,0.985220107,0.2051045,0.97874008,0.238672766,0.971100052,0.271958158,0.962309077,0.304921225,0.952377576,0.3375229,0.941317318,0.369724543,0.929141411,0.401487989,0.915864288
1/4/2014,0,12,3,12,7.71154898,0,1.012296233,0,0,0,0,0,0,0.0625,7.658227526,7.800572655,7.188412736,-0.132732487,7.201703393,7.670894831,7.766106115,0,0,0,0,1,0,0,0.051619667,0.998666816,0.103101697,0.99467082,0.154308821,0.988022666,0.2051045,0.97874008,0.255353295,0.966847814,0.304921225,0.952377576,0.353676122,0.935367949,0.401487989,0.915864288,0.448229342,0.893918597,0.49377555,0.869589389,0.538005172,0.842941537,0.580800273,0.814046094
1/5/2014,0,12,3,12,6.867974409,0,1.012296233,0,0,0,0,0,0,0.03125,7.71154898,7.658227526,6.272877007,0.054794521,7.294183181,7.611241682,7.736307097,0,0,0,0,0,1,0,0.068802427,0.997630305,0.137278772,0.990532452,0.2051045,0.97874008,0.271958158,0.962309077,0.3375229,0.941317318,0.401487989,0.915864288,0.463550271,0.886070622,0.523415607,0.852077521,0.580800273,0.814046094,0.635432301,0.772156584,0.687052767,0.726607525,0.735417023,0.677614789
1/6/2014,0,12,3,12,7.676937146,0,0.991227565,0,0,0,0,0,0,0.015625,6.867974409,7.71154898,7.303843225,-0.570085087,7.335168237,7.539596802,7.720683498,0,0,0,0,0,0,1,0.085964799,0.996298175,0.171293144,0.985220107,0.255353295,0.966847814,0.3375229,0.941317318,0.417193603,0.908817637,0.49377555,0.869589389,0.566701756,0.823923006,0.635432301,0.772156584,0.699458327,0.714673386,0.758305808,0.651898996,0.811539059,0.584298174,0.858763958,0.512371412
1/7/2014,0,12,3,12,7.639161172,0,0.998640615,0,0,0,0,0,0,0.0078125,7.676937146,6.867974409,7.307202315,1.246875,7.395896986,7.540393902,7.740302017,1,0,0,0,0,0,0,0.103101697,0.99467082,0.2051045,0.97874008,0.304921225,0.952377576,0.401487989,0.915864288,0.49377555,0.869589389,0.580800273,0.814046094,0.661634618,0.749826401,0.735417023,0.677614789,0.801361088,0.598180914,0.858763958,0.512371412,0.907013813,0.421100871,0.945596387,0.325342085
1/8/2014,0,12,3,12,7.911690521,0,0.94362798,0,0,0,0,0,0,0.00390625,7.639161172,7.676937146,0,-0.037088549,7.446084891,7.449498005,7.744093299,0,1,0,0,0,0,0,0.120208045,0.992748722,0.238672766,0.971100052,0.353676122,0.935367949,0.463550271,0.886070622,0.566701756,0.823923006,0.661634618,0.749826401,0.746972088,0.664855398,0.821476553,0.570242293,0.88406751,0.467359217,0.933837229,0.357698239,0.970063922,0.242849722,0.992222209,0.124479264
1/9/2014,0,12,3,12,7.630461262,0,0.922559312,0,0,0,0,0,0,0.001953125,7.911690521,7.639161172,7.800572655,0.313432836,7.651052243,7.436617265,7.769857301,0,0,1,0,0,0,0,0.137278772,0.990532452,0.271958158,0.962309077,0.401487989,0.915864288,0.523415607,0.852077521,0.635432301,0.772156584,0.735417023,0.677614789,0.821476553,0.570242293,0.891981346,0.452072204,0.945596387,0.325342085,0.98130647,0.192451582,0.998435421,0.05591699,0.996658902,-0.081676395
1/10/2014,0,12,3,12,7.593374193,0,0.962745846,0,0,0,0,0,0,0.000976563,7.630461262,7.911690521,7.658227526,-0.245234604,7.624758485,7.436911859,7.765795236,0,0,0,1,0,0,0,0.154308821,0.988022666,0.304921225,0.952377576,0.448229342,0.893918597,0.580800273,0.814046094,0.699458327,0.714673386,0.801361088,0.598180914,0.88406751,0.467359217,0.945596387,0.325342085,0.984473817,0.17553149,0.999768502,0.021516097,0.991114064,-0.133014707,0.958717817,-0.284359187
